#{"t_start": 1764645280.8512561, "env_id": "None"}
r,l,t
-137.451478,1,5.850317
-139.823104,1,5.850736
-159.22184,1,5.851157
-8852.533215,261,6.884256
-154.728398,1,6.885214
-151.297353,1,6.885848
-137.533129,1,6.886417
-163.723424,1,6.886911
-146.848278,1,6.88742
-143.14242,1,6.887895
-3454.610299,149,6.947557
-147.54226,1,6.948141
-19179.005344,375,7.102593
-142.551398,1,7.103127
-5627.590535,172,7.168418
-16535.029363,320,7.293057
-148.220165,1,7.293565
-136.557325,1,7.293999
-143.280488,1,7.294608
-146.129059,1,7.295394
-7375.647223,151,7.355366
-155.706603,1,7.355882
-152.195313,1,7.356317
-158.379774,1,7.356747
-6622.011259,253,7.450291
-7347.043113,181,7.516255
-151.607526,1,7.516766
-9998.109793,341,7.636059
-163.057214,1,7.636563
-145.726468,1,7.636996
-128.342686,1,7.637438
-144.690955,1,7.637857
-145.767567,1,7.638282
-7190.956661,260,8.573622
-8649.371851,312,8.685993
-7163.919306,257,8.783499
-5829.065309,121,8.831399
-143.89661,1,8.831958
-7379.670589,243,8.925488
-9816.563135,217,9.007164
-2973.762867,85,9.036376
-160.007933,1,9.036859
-145.935845,1,9.037289
-163.033851,1,9.037718
-9509.546423,242,9.123673
-6752.763342,225,9.200889
-139.143493,1,9.201398
-140.678916,1,9.20183
-158.588627,1,9.202458
-156.121341,1,9.202981
-148.454263,1,9.203417
-150.507832,1,9.203849
-157.868871,1,9.204281
-159.609013,1,9.204704
-147.986948,1,9.205134
-10590.441385,230,10.13711
-148.881026,1,10.137637
-135.938114,1,10.138067
-3730.181729,122,10.180661
-138.059209,1,10.181146
-14339.500187,315,10.292867
-9714.357524,201,10.371371
-958.862235,18,10.37759
-10983.684045,271,10.481471
-12383.715657,311,10.605604
-156.215877,1,10.606394
-3838.146054,201,10.682384
-141.700949,1,10.683964
-133.507407,1,10.684622
-9206.777366,223,10.770044
-151.607094,1,10.77055
-5029.519807,109,10.811239
-152.974392,1,10.811754
-3518.425929,69,10.83646
-137.205342,1,10.836999
-12446.419922,240,11.804231
-151.335889,1,11.804731
-141.367857,1,11.805166
-145.517736,1,11.805596
-160.801184,1,11.806022
-6305.198102,228,11.885413
-7502.527426,188,11.953706
-135.896028,1,11.954219
-15439.726998,302,12.058411
-157.10886,1,12.058921
-150.068552,1,12.059349
-148.414203,1,12.059768
-135.647645,1,12.060197
-160.696877,1,12.060617
-162.525156,1,12.061039
-154.152762,1,12.061452
-9893.932915,259,12.153046
-7847.613087,228,12.233554
-7062.046579,184,12.296462
-150.801618,1,12.296936
-12645.841005,416,12.444645
-18209.43656,293,13.455564
-141.992225,1,13.456164
-5560.496176,197,13.52634
-8667.130657,225,13.612688
-143.37724,1,13.613223
-144.337154,1,13.613684
-9877.780133,200,13.68323
-9553.584713,274,13.778983
-4484.839008,176,13.840768
-148.810633,1,13.841264
-148.845368,1,13.841695
-153.93993,1,13.842124
-146.215043,1,13.842573
-14296.563337,341,13.958738
-138.270411,1,13.959234
-144.168285,1,13.959655
-144.967402,1,13.960069
-143.874154,1,13.960482
-4069.966916,245,14.045677
-151.027207,1,14.046182
-10017.401435,208,14.921184
-151.811405,1,14.921699
-7903.118247,203,14.994258
-137.389773,1,14.994796
-138.854569,1,14.995237
-11717.867858,207,15.069507
-8285.445941,240,15.150857
-149.417824,1,15.151333
-126.986338,1,15.151754
-1998.912918,59,15.173038
-159.427211,1,15.173495
-3225.223541,184,15.235377
-1959.017967,39,15.248622
-140.394779,1,15.249056
-160.316911,1,15.249474
-5346.044211,204,15.319471
-154.457542,1,15.319956
-159.862123,1,15.320382
-130.330912,1,15.320799
-4596.135598,251,15.406714
-140.058074,1,15.407184
-146.353535,1,15.407618
-160.296017,1,15.408031
-137.39652,1,15.408445
-152.419031,1,15.408892
-165.007026,1,15.409326
-16280.17921,315,15.990113
-2770.006513,64,16.016512
-7340.592618,236,17.014804
-155.455787,1,17.015565
-141.012284,1,17.016015
-8693.167143,162,17.080741
-134.056961,1,17.081587
-164.016013,1,17.082213
-143.11912,1,17.082732
-8619.449379,292,17.191568
-8990.734949,199,17.262045
-5660.781439,218,17.340611
-158.770063,1,17.341126
-16243.991991,351,17.462277
-138.006629,1,17.462847
-10775.013852,220,17.538838
-10466.8514,178,17.598533
-13254.272955,307,17.704794
-150.869182,1,17.705347
-752.056231,11,17.710958
-137.408968,1,17.71145
-4297.105236,151,18.567824
-153.57545,1,18.568352
-249.667677,3,18.569494
-2008.688733,38,18.582494
-141.353296,1,18.582949
-131.216102,1,18.583374
-138.900524,1,18.583787
-3094.899848,112,18.621634
-162.071019,1,18.622072
-159.34454,1,18.622502
-152.387998,1,18.62292
-5175.885657,103,18.658049
-2997.110536,122,18.70213
-156.427671,1,18.702617
-2642.530562,83,18.730929
-132.539491,1,18.731404
-156.299961,1,18.731835
-5784.432875,196,18.80359
-142.400015,1,18.804123
-12775.897185,249,18.88915
-149.908405,1,18.889635
-148.482468,1,18.890061
-141.376855,1,18.890491
-139.252198,1,18.890905
-2612.658652,107,18.926998
-18400.530872,360,19.04942
-152.608841,1,19.049939
-3064.869211,222,19.132713
-5692.180073,119,19.174598
-10411.274486,258,20.160688
-145.545364,1,20.161245
-149.819653,1,20.161723
-146.567542,1,20.162198
-134.908168,1,20.162682
-8601.272528,226,20.245813
-9845.596761,254,20.338194
-160.1049,1,20.338713
-132.347694,1,20.33914
-156.831117,1,20.339577
-154.055639,1,20.340023
-133.791625,1,20.340468
-132.045043,1,20.34091
-135.331879,1,20.34136
-140.737182,1,20.341859
-131.920075,1,20.342527
-160.018079,1,20.343097
-3484.525148,129,20.391677
-19659.463483,330,20.510361
-156.985297,1,20.510885
-13100.535805,281,20.609202
-147.188742,1,20.609993
-10520.46641,196,20.679939
-2513.5617,75,20.706668
-136.499052,1,20.707179
-7297.763229,131,20.753505
-19306.171125,274,20.85484
-136.954635,1,20.855331
-148.581825,1,20.855768
-1568.31188,39,20.870282
-7124.564977,179,21.876482
-8834.583915,235,21.966387
-141.202596,1,21.966927
-160.250766,1,21.967411
-4768.037348,168,22.02889
-149.711565,1,22.029369
-137.687718,1,22.029791
-149.595934,1,22.030212
-158.534244,1,22.030636
-154.79801,1,22.031291
-13617.172761,241,22.11823
-156.736026,1,22.118842
-151.32333,1,22.119338
-10562.976185,208,22.195682
-5598.872015,195,22.269167
-160.621625,1,22.269681
-147.380207,1,22.270126
-8613.801944,278,22.37011
-157.414566,1,22.370677
-3549.619484,111,22.409411
-148.992801,1,22.409907
-4432.80079,128,22.453063
-13929.764908,340,23.421178
-148.23743,1,23.421702
-153.464255,1,23.422139
-158.541259,1,23.422573
-6357.437715,217,23.499099
-147.307041,1,23.499618
-4834.737124,188,23.567682
-147.184065,1,23.568186
-12783.060777,271,23.665917
-3416.973955,117,23.706066
-152.884703,1,23.706556
-8556.447653,145,23.760084
-6723.68821,128,23.80527
-153.596901,1,23.805757
-162.345556,1,23.806177
-1892.304101,51,23.824578
-4532.696616,123,23.869142
-152.971716,1,23.869664
-134.431127,1,23.870099
-11036.968499,220,23.947139
-157.415211,1,23.947624
-159.4001,1,23.948046
-5382.310647,184,24.012993
-16899.425107,281,24.112695
-10148.652632,299,25.125651
-14907.065575,241,25.218478
-161.960664,1,25.219024
-12866.908402,245,25.316638
-136.925859,1,25.317268
-131.562762,1,25.317738
-3950.254177,116,25.361699
-138.936983,1,25.362247
-136.960921,1,25.362699
-152.895472,1,25.363138
-10640.367929,229,25.445512
-9253.463486,219,25.530957
-14202.194394,280,25.631832
-154.437294,1,25.632331
-4061.902243,109,25.673169
-144.544718,1,25.67383
-5443.561241,171,25.736984
-142.293329,1,25.737499
-151.25187,1,25.737977
-149.061681,1,25.738438
-137.518402,1,25.738882
-7939.655252,211,25.810921
-2636.874637,78,26.651231
-144.92851,1,26.651795
-148.034367,1,26.652248
-141.631724,1,26.65267
-131.474961,1,26.653081
-151.144142,1,26.653501
-5016.314375,128,26.698728
-3976.099215,94,26.73086
-6089.239129,287,26.829947
-3252.824596,76,26.855999
-160.501452,1,26.856497
-154.70526,1,26.856944
-158.644474,1,26.857381
-150.709533,1,26.857815
-145.162193,1,26.858244
-163.586031,1,26.85866
-7359.380786,152,26.913818
-7049.095425,172,26.97526
-513.904145,12,26.979955
-3485.882053,122,27.024172
-4954.846078,112,27.063666
-131.931139,1,27.064115
-141.873503,1,27.064555
-144.583336,1,27.064973
-143.847845,1,27.065402
-9172.424674,182,27.130801
-149.49423,1,27.131313
-148.637916,1,27.13178
-4115.451129,183,27.198453
-5918.405537,218,27.280067
-143.087333,1,27.280557
-148.146585,1,27.280987
-1704.148562,45,27.296826
-145.76544,1,27.297316
-15755.492724,285,28.269327
-151.643502,1,28.269854
-19083.205564,321,28.384103
-149.213145,1,28.384607
-261.422385,4,28.386263
-138.011778,1,28.386776
-2699.037881,88,28.418206
-6877.865088,240,28.502483
-144.995637,1,28.502998
-6678.35903,179,28.566714
-9659.646568,256,28.662785
-145.687898,1,28.663295
-136.702255,1,28.663804
-156.362789,1,28.664331
-156.326381,1,28.664783
-158.263609,1,28.665222
-158.647575,1,28.665663
-15212.574865,342,28.795947
-3474.512493,58,28.817866
-149.800399,1,28.818396
-9814.640228,194,28.886021
-157.74329,1,28.888062
-148.566562,1,28.888581
-140.363712,1,28.889037
-8245.102029,170,28.948802
-4436.806463,84,28.97754
-3134.964923,106,29.906465
-135.355013,1,29.906976
-11147.074922,221,29.994304
-7209.658197,297,30.157619
-143.105663,1,30.158117
-159.838598,1,30.158551
-136.813759,1,30.15898
-164.49651,1,30.159645
-161.036066,1,30.16012
-130.733505,1,30.160559
-7245.536405,195,30.229555
-163.602929,1,30.230111
-2237.543847,41,30.245354
-139.793797,1,30.245852
-163.815221,1,30.246282
-8419.483051,330,30.370563
-12003.350623,320,30.490361
-154.577505,1,30.490867
-159.979844,1,30.491294
-149.895474,1,30.491716
-157.509484,1,30.492137
-143.084346,1,30.492553
-158.237316,1,30.492967
-153.056178,1,30.493372
-158.991232,1,30.493779
-150.147645,1,30.494182
-158.569365,1,30.494584
-145.319776,1,30.494991
-140.912339,1,30.495406
-14383.50728,280,30.601058
-148.459698,1,30.601573
-5435.463626,95,30.636094
-19374.010605,366,31.696188
-8783.411323,218,31.776477
-8891.282799,233,31.859375
-155.749993,1,31.859914
-6197.071862,270,31.953656
-148.993503,1,31.954145
-3193.900649,65,31.977031
-2445.807074,89,32.169723
-4198.491919,125,32.21177
-12771.842038,328,32.327355
-158.491392,1,32.327866
-24581.962314,420,32.471497
-147.26482,1,32.472026
-166.00927,1,32.472474
-5123.002485,201,33.391164
-143.077379,1,33.39167
-152.442014,1,33.392106
-8569.41682,195,33.459469
-159.947943,1,33.459981
-17171.701528,294,33.565117
-155.49206,1,33.565643
-4405.990217,135,33.612113
-147.520204,1,33.612599
-5565.246156,262,33.708498
-162.747842,1,33.709079
-8299.167752,167,33.781109
-3875.555473,210,33.860204
-139.821655,1,33.86069
-144.687351,1,33.861126
-142.311523,1,33.861556
-135.574068,1,33.861988
-151.049614,1,33.862419
-139.164264,1,33.862835
-10234.17963,360,33.994315
-160.818805,1,33.994819
-9261.445691,395,35.054554
-17508.717604,317,35.166456
-158.397885,1,35.167014
-8735.962738,164,35.226656
-153.606197,1,35.227169
-18421.965781,295,35.329419
-4420.345,208,35.399669
-149.308667,1,35.400158
-139.103302,1,35.400576
-3679.651498,100,35.435814
-138.703258,1,35.436263
-156.764173,1,35.436693
-10015.99613,316,35.546895
-149.062852,1,35.547436
-134.0183,1,35.54791
-10267.518584,279,35.64851
-165.078651,1,35.649321
-143.98933,1,35.649873
-159.037313,1,35.650653
-158.188045,1,35.651184
-2845.253767,82,35.682616
-9360.001883,262,36.739798
-164.453415,1,36.740358
-162.073852,1,36.740817
-8248.519643,154,36.800939
-7648.315681,196,36.879313
-6668.36658,231,36.96925
-150.192433,1,36.969761
-4907.599613,236,37.059913
-7331.630951,151,37.114178
-154.664528,1,37.114687
-153.632318,1,37.115127
-14493.456857,278,37.222889
-4586.896785,149,37.279973
-167.235434,1,37.28071
-6725.761292,199,37.356181
-141.142795,1,37.356693
-3981.398508,189,37.424022
-16884.372336,328,38.425027
-10419.28631,326,38.547967
-2912.159511,86,38.579129
-138.442609,1,38.579652
-8570.576825,248,38.669647
-6769.974746,130,38.71776
-5970.631493,118,38.758797
-164.118523,1,38.759278
-154.516144,1,38.759716
-8314.623693,166,38.81851
-8898.728881,232,38.903527
-14853.093243,300,39.017072
-155.968132,1,39.017709
-136.565052,1,39.018222
-160.370608,1,39.018654
-159.136182,1,39.019094
-145.018436,1,39.019529
-6422.05418,162,39.081995
-157.608751,1,39.082522
-159.827284,1,39.083254
-137.848454,1,39.083868
-145.200066,1,39.084353
-5905.46473,169,40.070039
-154.997589,1,40.070566
-140.820939,1,40.071018
-3347.110083,103,40.109555
-11509.666196,266,40.220439
-9453.495262,276,40.327618
-7155.797147,166,40.388247
-5238.596739,123,40.436482
-158.446629,1,40.436974
-146.526976,1,40.437402
-20934.934464,343,40.566422
-7325.653125,294,40.680574
-135.174119,1,40.681126
-133.495272,1,40.681575
-8301.169689,235,40.771053
-138.573244,1,40.771588
-154.718114,1,40.772045
-160.374217,1,40.772473
-1974.458413,66,40.796767
-154.509511,1,40.797269
-144.693868,1,40.797709
-6898.191482,213,41.839891
-3245.274022,91,41.87476
-149.603504,1,41.875327
-143.0194,1,41.875986
-6451.683193,360,42.012985
-2321.204989,79,42.043322
-140.17578,1,42.043809
-2651.65591,94,42.078655
-3328.795668,134,42.129124
-158.999589,1,42.129683
-153.81285,1,42.130145
-141.497308,1,42.130646
-6295.790887,241,42.22199
-5640.588804,255,42.317767
-7421.279002,254,42.416918
-6626.978271,199,42.487305
-7811.965564,195,42.557807
-12480.289813,275,43.556952
-16946.414065,349,43.686508
-11483.211907,294,43.798834
-161.967534,1,43.799507
-162.258661,1,43.800408
-136.244555,1,43.801069
-159.250299,1,43.801931
-141.405096,1,43.802452
-147.259429,1,43.802933
-156.153783,1,43.803387
-2122.865425,67,43.828259
-151.277577,1,43.828774
-148.483966,1,43.829233
-3113.054985,94,43.866778
-159.917232,1,43.867323
-8382.931826,334,44.001842
-148.63624,1,44.002361
-10180.014074,306,44.111492
-143.986168,1,44.111987
-139.808713,1,44.112417
-143.583064,1,44.112842
-150.074011,1,44.113258
-156.316899,1,44.113687
-136.631654,1,44.114109
-143.032961,1,44.114515
-5334.975659,138,44.164577
-7644.29932,173,44.230725
-13392.864592,306,45.295558
-157.12928,1,45.296076
-149.675134,1,45.296548
-19059.896292,334,45.411851
-6681.53947,127,45.454411
-145.629462,1,45.454851
-14108.193341,268,45.557626
-21507.093074,395,45.712167
-1091.55816,24,45.721266
-143.681316,1,45.721712
-164.40509,1,45.722136
-18605.026259,496,45.913157
-143.186293,1,45.913644
-9398.250764,327,46.894061
-157.584782,1,46.894596
-16108.152763,415,47.041016
-2835.900684,78,47.068644
-141.627417,1,47.069148
-140.964728,1,47.06959
-148.978301,1,47.070007
-147.348106,1,47.07044
-148.127697,1,47.070859
-143.627849,1,47.071279
-141.250389,1,47.071696
-162.632463,1,47.072108
-140.070874,1,47.072515
-152.640469,1,47.072939
-7923.351767,194,47.145736
-164.702413,1,47.146232
-8177.119465,309,47.266448
-154.60661,1,47.267168
-6173.670397,232,47.352016
-147.127184,1,47.352696
-154.249268,1,47.353327
-21768.450754,427,47.507636
-162.833182,1,47.50842
-146.126435,1,47.509157
-582.05326,17,47.515427
-142.117175,1,47.515925
-140.692481,1,47.516374
-141.387181,1,47.516873
-8751.601559,225,48.498146
-146.604082,1,48.498637
-154.006241,1,48.499071
-141.995315,1,48.499493
-7773.402908,189,48.568334
-1883.174898,31,48.57972
-9153.378377,321,49.004551
-11017.880854,314,49.124306
-7880.221467,209,49.204424
-4879.155618,237,49.292693
-137.183342,1,49.293212
-5246.256642,139,49.341177
-4944.083137,142,49.392106
-13404.630293,334,49.511675
-147.944008,1,49.512202
-160.535259,1,49.512643
-144.321245,1,49.513083
-140.035741,1,49.513518
-160.000659,1,49.513951
-152.414641,1,49.514382
-1627.219651,55,50.480552
-164.265951,1,50.481077
-130.137833,1,50.481522
-154.353269,1,50.481947
-3444.747493,91,50.518463
-5359.598216,187,50.587404
-144.06051,1,50.587929
-7021.046692,239,50.678927
-163.79788,1,50.679547
-10656.3081,175,50.743242
-5198.401127,207,50.843376
-13507.129178,270,50.943876
-141.833553,1,50.944391
-151.932724,1,50.944829
-15048.361601,390,51.091538
-145.398023,1,51.092027
-159.244097,1,51.092446
-150.099052,1,51.092871
-158.505454,1,51.093296
-601.558922,16,51.099861
-166.681752,1,51.100319
-139.001103,1,51.100729
-161.941646,1,51.101145
-158.59863,1,51.101567
-13517.718021,269,51.202053
-148.801434,1,51.20312
-167.724581,1,51.20371
-5618.330565,253,52.249066
-1547.83911,47,52.266215
-149.871669,1,52.266718
-8181.10931,225,52.351724
-6746.061084,226,52.437296
-11251.618971,229,52.521664
-155.87564,1,52.522299
-7517.360188,315,52.645707
-153.776821,1,52.646212
-146.937416,1,52.646641
-137.915754,1,52.64706
-165.690606,1,52.647803
-6518.161147,248,52.743186
-8420.835262,245,52.838694
-151.399572,1,52.839195
-161.521729,1,52.839622
-8130.555811,286,52.945387
-151.140991,1,52.945914
-145.494836,1,52.946367
-4870.794824,102,52.985039
-162.407423,1,52.98554
-145.628522,1,52.985978
-7433.692068,205,53.963613
-4169.84992,130,54.012495
-145.766287,1,54.013012
-139.259372,1,54.013461
-5598.63743,230,54.102957
-145.748047,1,54.103479
-4061.990218,135,54.152263
-144.747231,1,54.152725
-8241.139748,195,54.224371
-143.084474,1,54.224898
-158.610005,1,54.225366
-148.182644,1,54.225836
-138.609006,1,54.226447
-141.833541,1,54.226947
-3020.235018,120,54.270516
-154.546546,1,54.271069
-7714.721091,181,54.337966
-142.101665,1,54.338445
-2401.339848,46,54.35568
-18234.63647,339,54.478835
-5923.646691,246,54.573592
-153.523807,1,54.574098
-12149.838513,245,55.525645
-141.427968,1,55.526172
-145.348495,1,55.52663
-821.151523,17,55.532565
-9726.346567,264,55.629204
-134.88163,1,55.62972
-135.065341,1,55.630155
-12087.283814,197,55.698311
-137.959432,1,55.698787
-5305.831052,186,55.761894
-152.796394,1,55.762425
-149.935543,1,55.764375
-8855.774984,249,55.851721
-150.187072,1,55.852235
-8707.764904,304,55.960755
-157.417043,1,55.961286
-154.732168,1,55.961727
-161.691957,1,55.962174
-7556.548542,157,56.01979
-146.89686,1,56.020306
-132.780222,1,56.020747
-6878.831992,253,56.116162
-152.859061,1,56.116683
-9007.026658,274,56.220026
-153.561271,1,56.22056
-11019.327009,221,57.185265
-162.827638,1,57.185872
-131.356412,1,57.186313
-15833.653816,383,57.320974
-136.822555,1,57.321504
-158.569821,1,57.321938
-8459.677167,242,57.407044
-133.198581,1,57.407542
-151.003199,1,57.407961
-8573.019344,187,57.476823
-141.522186,1,57.477263
-6599.673109,305,57.584203
-7170.98435,184,57.647151
-153.743398,1,57.647623
-10752.453982,258,57.737823
-3755.315259,142,57.787606
-8749.75729,254,58.691318
-159.411743,1,58.691826
-158.854146,1,58.692252
-146.056736,1,58.692694
-17720.467859,286,58.792047
-157.254107,1,58.792556
-5451.463535,153,58.845828
-14102.68692,295,58.947773
-147.123398,1,58.948283
-160.41196,1,58.948721
-149.057944,1,58.949144
-10605.663944,405,59.088525
-142.950149,1,59.089036
-150.959184,1,59.089455
-152.146575,1,59.089889
-146.217371,1,59.09032
-143.207364,1,59.09074
-157.597512,1,59.09115
-137.252621,1,59.091567
-12390.766357,275,59.184959
-9171.196404,285,59.281367
-143.765231,1,59.281834
-3126.571335,254,59.367857
-4365.132827,211,60.290392
-11095.859896,219,60.372809
-13949.277145,245,60.464696
-11666.071232,269,60.570929
-149.151631,1,60.571451
-145.840845,1,60.571888
-14136.873238,286,60.694867
-157.488076,1,60.695446
-157.094052,1,60.695944
-16744.697592,355,60.830206
-150.491684,1,60.830713
-6780.196884,173,60.895142
-1011.3965,23,60.904029
-12058.655195,295,61.022517
-159.876346,1,61.023035
-149.397488,1,61.023476
-147.249691,1,61.023895
-157.056798,1,61.024333
-159.735209,1,61.024745
-140.34846,1,61.025164
-5410.580174,99,61.9229
-21061.125694,340,62.047631
-7139.331866,269,62.146021
-161.54572,1,62.146548
-16447.083496,335,62.272138
-151.379067,1,62.272672
-140.295873,1,62.273102
-7562.058598,313,62.386744
-138.222819,1,62.38729
-3125.812179,109,62.43144
-10007.729122,385,62.578961
-136.573589,1,62.579528
-145.467689,1,62.580011
-158.679488,1,62.580456
-13940.159448,247,63.572617
-156.320668,1,63.573121
-4662.296245,92,63.607866
-21813.502775,338,63.730342
-2911.568384,225,63.813158
-21070.977869,333,63.935218
-12122.026364,248,64.033696
-161.998554,1,64.034599
-146.444853,1,64.035238
-162.808364,1,64.036043
-162.801774,1,64.036719
-7642.630677,284,64.174944
-157.1572,1,64.175438
-165.01338,1,64.175857
-161.511206,1,64.176275
-135.774666,1,64.176683
-142.446612,1,64.177101
-7363.846134,282,64.285385
-149.661072,1,64.285903
-141.743891,1,64.286349
-132.439936,1,64.286779
-158.199385,1,64.287196
-138.983163,1,64.287615
-153.891233,1,64.288043
-142.971744,1,64.288464
-28003.974757,448,65.565787
-144.446405,1,65.566309
-4137.307188,252,65.663178
-139.799295,1,65.663793
-156.312587,1,65.664273
-21086.774094,388,65.80955
-143.314875,1,65.810057
-4526.489482,180,65.875035
-148.92185,1,65.875564
-139.14832,1,65.876007
-143.84006,1,65.876441
-18307.531619,372,66.005174
-136.689204,1,66.005651
-2429.116874,51,66.023692
-146.248293,1,66.024773
-159.632528,1,66.025295
-6184.914003,208,66.103968
-7733.233725,242,66.192821
-162.188898,1,66.193317
-158.596003,1,66.194118
-141.182977,1,66.19498
-12277.224166,237,67.142433
-7501.008258,212,67.219425
-12405.130263,316,67.329414
-161.4499,1,67.329918
-7439.705801,181,67.397059
-162.847484,1,67.397605
-3751.392392,89,67.43829
-15717.434271,321,67.59748
-159.869192,1,67.598016
-6455.893612,223,67.69111
-10069.756355,283,67.7979
-7242.872168,190,67.87044
-143.401302,1,67.870946
-2496.920117,53,67.891982
-6107.561619,181,68.830777
-9533.549513,262,68.925855
-148.753771,1,68.92639
-15077.779197,290,69.028621
-153.277744,1,69.029261
-7898.996582,264,69.132433
-12092.847879,298,69.25225
-10999.198161,277,69.362681
-9615.77901,295,69.47578
-6829.231982,161,69.53774
-136.360242,1,69.538325
-161.234955,1,69.538886
-7426.970494,154,70.449338
-159.462533,1,70.450328
-138.744301,1,70.451056
-4323.268727,173,70.516431
-2286.34633,72,70.544638
-147.400391,1,70.545172
-162.702583,1,70.545632
-133.015035,1,70.546093
-152.913078,1,70.546549
-151.602973,1,70.546997
-10213.097027,277,70.651036
-2043.313518,34,70.663375
-148.089593,1,70.663845
-7266.433111,230,70.746046
-150.637157,1,70.746572
-148.047577,1,70.747019
-143.774653,1,70.747448
-11264.330362,294,70.849284
-9069.908173,270,70.945489
-151.999562,1,70.946006
-12828.602233,393,71.08909
-26332.824682,439,72.100584
-2089.183274,44,72.11596
-2978.589301,92,72.15121
-8852.92573,230,72.240853
-142.9196,1,72.241368
-160.732144,1,72.241819
-137.301634,1,72.242243
-137.029987,1,72.242664
-10735.766098,229,72.326315
-12731.288903,266,72.428791
-8510.422651,178,72.501835
-140.392635,1,72.50247
-2191.075647,59,72.525182
-10187.193826,323,72.651585
-159.317658,1,72.652082
-136.556143,1,72.652512
-149.37535,1,72.652942
-132.265961,1,72.653362
-155.042779,1,72.653789
-156.726746,1,72.654218
-149.204847,1,72.654638
-150.396947,1,72.655065
-5664.373684,106,72.695054
-135.300644,1,72.69555
-5067.815746,247,72.790084
-165.176373,1,72.790619
-7310.978726,215,73.728813
-1104.914554,31,73.740161
-133.913819,1,73.740681
-5534.326937,241,73.829983
-162.846185,1,73.830462
-4181.828374,139,73.880527
-158.716601,1,73.881067
-4044.154543,188,73.94845
-141.984144,1,73.949001
-161.595088,1,73.949438
-7775.880569,295,74.054739
-144.837663,1,74.055297
-160.304,1,74.055753
-151.080705,1,74.056172
-8978.136547,286,74.158328
-137.57615,1,74.158949
-140.967656,1,74.159458
-145.89143,1,74.159911
-145.90263,1,74.160416
-699.947914,11,74.164696
-135.47252,1,74.165169
-149.400084,1,74.165614
-6150.109977,171,74.229249
-12168.143175,242,74.3222
-159.529719,1,74.322824
-145.203408,1,74.323266
-164.325559,1,74.323705
-153.985407,1,74.324138
-9585.566402,268,75.268561
-138.978127,1,75.269048
-149.042396,1,75.269487
-5537.675258,223,75.352214
-142.620287,1,75.352734
-136.384648,1,75.353176
-145.087545,1,75.353599
-5331.27685,163,75.410776
-13817.765429,377,75.566169
-10545.227929,210,75.643727
-15296.154949,291,75.746592
-139.719278,1,75.747097
-151.655713,1,75.747534
-12559.2352,254,75.835553
-145.762004,1,75.836042
-142.440046,1,75.836452
-162.908121,1,75.836868
-151.776318,1,75.837291
-10799.359725,205,75.906039
-2804.072328,153,75.958509
-7180.178957,201,76.86518
-150.620997,1,76.865706
-150.619951,1,76.86614
-13335.866448,266,76.957708
-29585.805091,422,77.103136
-11369.990573,241,77.185153
