#{"t_start": 1764694571.929028, "env_id": "None"}
r,l,t
147.687428,506,142.943339
157.635109,490,143.141146
-32.888368,739,143.432628
43.078815,1031,144.856992
153.728458,441,145.00246
170.082818,453,145.165725
186.429131,513,145.354932
169.16062,476,146.639829
317.684142,446,146.801397
317.93001,470,146.976269
153.285004,512,147.171688
165.579236,442,148.360646
-18.904541,1240,148.799251
166.879436,468,148.975382
319.557879,453,150.103505
272.807783,1327,150.555549
341.768134,523,151.828772
161.947217,513,152.008006
338.421501,517,152.200604
183.965129,612,152.450457
162.833446,502,153.737997
-7.802142,1184,154.135924
337.204857,503,154.314438
-18.62468,976,155.679276
131.267194,480,155.841982
153.029722,418,155.985029
154.960027,443,157.156713
309.738066,456,157.318636
309.762507,440,157.465337
322.053581,481,157.625403
161.770338,428,157.764002
191.139216,510,158.887557
161.32394,429,159.037511
125.308472,403,159.175769
150.172788,400,159.319621
112.260429,481,159.47912
86.30784,1191,160.952019
175.061363,482,161.145707
140.234134,421,161.291315
150.799044,422,162.500312
174.482811,465,162.666827
175.801736,481,162.83881
155.438545,415,162.988826
173.1266,483,164.243267
151.819771,464,164.413777
88.487847,869,164.718067
325.189242,486,164.886786
207.816331,598,166.196452
305.022494,427,166.351139
145.201251,380,166.480046
195.13604,1484,167.998951
144.3157,390,168.143641
171.974,549,168.335475
157.673131,427,169.532427
143.947412,451,169.715443
162.014792,509,169.90462
177.753115,478,170.068317
162.178952,430,170.212655
300.952371,394,171.360916
159.326893,509,171.547341
149.380735,390,171.689794
148.97813,440,171.848046
295.374765,378,172.972677
309.076277,421,173.136377
147.235613,389,173.282394
311.892885,440,173.456286
141.883182,526,173.650962
150.310283,408,174.796968
295.878819,383,174.938227
302.571437,410,175.094691
306.643443,411,175.250309
299.140744,392,175.395458
305.844588,412,176.492699
162.115693,430,176.646774
153.699076,405,176.795122
301.861734,398,176.939498
152.551715,417,180.200894
149.348052,410,181.381431
145.023884,386,181.536786
147.40815,535,181.731598
323.540646,470,181.89268
159.413571,446,182.053006
151.453916,412,183.196446
301.94643,400,183.335777
157.93967,420,183.480114
157.084125,417,183.635624
152.797164,403,183.794864
156.684341,411,184.983803
147.28567,386,185.119682
316.025527,440,185.271658
138.882168,392,185.438961
157.001164,419,185.608801
310.847216,457,186.967922
136.876391,438,187.128506
163.909662,493,187.295154
310.418727,424,187.447081
314.571285,436,188.847278
156.032633,408,189.005015
312.976055,445,189.15718
295.169187,377,189.286083
150.527408,398,189.421828
306.017065,410,190.598193
145.970586,383,190.731328
300.845825,392,190.866154
298.318914,394,191.004482
142.906055,375,191.130022
152.541953,400,192.391083
300.406063,397,192.529563
154.164171,410,192.667425
150.646218,396,192.802115
299.091028,396,192.937539
299.016877,393,193.072878
296.72492,381,194.225065
145.383277,383,194.354836
147.973552,387,194.483872
146.986076,386,194.61474
297.70271,384,194.747106
152.306957,397,195.975148
153.600398,400,196.168844
293.01517,391,196.335248
144.816449,375,196.472944
146.528675,381,196.607405
294.692586,380,197.744486
151.448876,401,197.89365
297.49148,390,198.048112
301.612353,402,198.192566
141.833268,372,198.333174
150.769694,397,199.494169
298.03971,406,199.652933
303.201863,404,199.813833
303.955655,420,199.999639
137.132947,431,200.158466
152.73558,410,201.39857
299.84339,394,201.558876
308.79415,423,201.724419
302.940526,427,201.890421
299.949363,409,202.049319
300.059797,399,203.333198
148.879133,396,203.482444
153.151395,405,203.632115
321.808074,459,203.810303
310.626519,430,203.975727
151.648866,404,205.18246
157.881812,423,205.333162
313.992958,437,205.493234
313.962492,438,205.653958
300.08194,401,205.805421
159.979617,457,206.954805
318.482868,447,207.125353
297.707342,395,207.268665
147.335154,399,207.419436
156.184721,420,207.571307
36.782751,1251,208.997279
302.503768,405,209.151202
304.955669,410,209.307084
310.817713,442,210.488366
299.023256,403,210.640415
152.503741,442,210.800849
180.744331,484,210.974385
300.506626,397,211.11847
188.588172,498,212.423033
138.446201,474,212.598206
163.103958,466,212.770541
322.212904,461,212.943931
171.152603,495,214.08724
156.569704,415,214.233888
160.925786,1188,214.6686
145.298949,389,216.00052
156.58392,521,216.200481
150.220688,465,216.378264
153.261798,404,216.522645
159.048812,429,217.909193
73.379132,1221,218.345579
301.157799,400,218.485401
328.700237,515,219.867457
147.497064,476,220.036076
154.462888,488,220.203685
318.368275,455,220.371766
140.529434,508,220.554883
300.117449,415,221.887228
151.191872,404,222.027884
157.10391,419,222.171892
312.866386,439,222.331044
302.944033,431,223.744687
324.370193,466,223.911987
52.313662,1280,224.43087
6.490857,1037,226.793115
154.973452,413,226.947989
314.87095,444,227.125408
50.865253,1131,228.756863
153.549184,409,228.918146
146.833811,392,229.079188
162.108363,430,229.248464
310.923489,435,230.406286
150.364273,437,230.588087
321.435428,462,230.78675
330.027245,479,230.980652
87.970873,1301,232.413392
152.824425,408,232.566634
94.658317,1242,234.094109
311.238265,432,234.242328
11.762761,1077,235.682904
304.942369,412,235.866718
171.639809,458,236.031126
312.334478,435,236.182671
105.761618,1128,237.600474
149.776035,394,237.748234
303.504298,409,237.8969
149.141591,398,238.034949
146.417491,385,238.164175
143.646127,377,239.310496
305.9609,414,239.454709
295.865751,390,239.58896
169.756234,991,240.996799
294.272277,379,241.133397
289.51787,373,241.261889
143.33535,395,241.394183
146.519652,387,241.526259
153.633382,407,241.661975
145.249244,421,242.839283
152.186838,406,242.987092
294.519702,377,243.114357
300.848629,399,243.252233
301.573709,398,243.386831
144.183275,371,244.506712
291.673159,370,244.638052
295.943648,379,244.770046
146.891857,381,244.901255
143.515554,374,245.024931
142.050064,374,246.119663
288.202487,355,246.246563
291.833974,371,246.379923
145.525622,380,246.505828
146.978357,380,246.633812
140.981131,366,246.76663
137.470311,356,247.926741
144.201795,377,248.06083
148.995342,396,248.201912
137.813686,358,248.319899
143.99116,377,248.444187
294.983301,384,249.656944
158.854133,423,249.832595
146.790268,389,249.981004
292.488772,374,250.124992
145.160712,385,250.261997
140.695585,374,251.449261
150.958657,399,251.599465
301.011213,403,251.747882
291.88172,377,251.886857
311.943581,445,252.052237
140.789252,414,253.173079
143.100353,377,253.303921
290.75281,375,253.435418
294.519161,380,253.561613
290.128795,365,253.682584
143.367542,375,253.80435
300.614666,396,254.793958
147.57124,390,254.922579
143.559009,440,255.069795
298.047921,388,255.217933
146.975699,387,255.360619
146.142633,385,256.435088
294.287497,379,256.5709
298.262755,392,256.723497
296.076909,385,256.866122
303.269081,407,257.017868
294.252868,400,258.163317
297.49298,387,258.300143
288.177579,359,258.434815
135.942868,363,258.567433
141.338681,373,258.702054
289.564483,364,258.835253
298.950547,396,259.977028
292.247438,373,260.112384
141.123628,366,260.245554
292.624033,372,260.383136
143.04252,376,260.517191
144.220289,382,261.684362
295.31879,383,261.826598
147.819654,393,261.976079
298.339632,396,262.11624
297.770224,394,262.260509
139.142461,390,263.454198
293.483542,378,263.586588
291.896463,372,263.72475
139.684218,363,263.857987
299.626176,405,264.006376
140.763319,367,264.144604
141.913682,372,265.227616
147.969164,394,265.359534
148.66738,392,265.49752
297.44106,392,265.645001
143.431014,386,265.782204
139.762164,366,266.852852
133.5256,419,266.99231
139.005942,368,267.123073
298.138848,395,267.26848
150.193665,396,267.410468
137.618282,381,268.568866
308.95075,424,268.709029
151.487093,403,268.843255
145.662591,386,272.151058
144.139865,380,272.284968
297.531344,384,272.423135
144.285919,381,273.505151
292.471064,389,273.636711
304.375863,408,273.773505
140.476836,371,273.901437
295.724935,382,274.030125
307.265397,418,275.239257
148.868924,389,275.380968
294.032969,377,275.519216
296.100411,379,275.651087
147.362761,388,275.780159
148.099097,403,276.881133
291.728141,366,277.012582
157.960375,431,277.175381
139.66871,366,277.325574
314.055401,466,277.500058
142.633657,373,278.620068
298.028824,388,278.762642
147.639012,489,278.938686
294.877683,380,279.081941
75.096342,1272,280.597558
293.672749,373,280.736301
160.369585,519,280.923491
148.725978,400,281.056252
290.81162,366,282.126861
138.146442,357,282.258845
141.75128,375,282.393085
295.082022,382,282.539973
298.729354,392,282.677455
139.630453,365,282.796722
292.918465,371,283.916463
293.602322,371,284.058404
297.660659,399,284.209193
303.20336,403,284.357809
143.769735,376,284.489229
139.200037,357,285.550623
136.204263,349,285.685584
293.16944,367,285.830325
321.385487,473,286.01151
142.281302,410,286.162197
293.736812,369,287.227262
141.977892,371,287.361429
292.608884,376,287.499776
288.126206,353,287.629561
143.760009,376,287.76429
138.296868,356,287.893988
292.099714,368,288.959329
146.64423,390,289.101398
136.661744,449,289.261287
161.86927,432,289.417232
293.530436,400,289.558214
298.507049,399,290.706803
298.835375,400,290.874162
144.742206,389,291.03331
143.155031,379,291.187071
291.839585,372,291.338408
302.929937,411,292.513898
292.477935,366,292.640676
142.822348,377,292.769511
144.4765,377,292.898906
137.600239,353,293.022255
139.097612,364,294.113672
288.13676,357,294.233461
142.640365,370,294.356362
308.873346,431,294.50743
299.24056,401,294.639797
141.037465,368,294.77185
295.397352,379,295.881672
296.957359,403,296.028433
287.591259,352,296.149518
316.056879,476,296.309962
151.131748,444,296.470305
139.015059,360,297.621502
141.569266,370,297.760334
141.060121,363,297.88552
142.438524,367,298.012496
291.491959,364,298.133834
315.652149,442,299.304202
295.673878,388,299.435116
153.293137,411,299.570938
289.285432,359,299.691108
290.239719,368,299.818231
145.584061,384,299.950845
140.833298,367,301.051178
143.765311,377,301.179425
297.682202,389,301.310189
285.730979,355,301.429173
142.416131,383,301.555545
290.023495,367,302.66402
305.346628,414,302.803439
143.767111,427,302.943745
145.119489,380,303.068487
298.917075,394,303.201134
150.401426,401,304.375149
297.73315,390,304.505628
144.529413,380,304.635277
141.309217,380,304.767675
142.953468,376,304.892185
291.786828,370,305.017988
150.181665,399,306.147856
299.32698,398,306.318801
292.115986,372,306.456709
140.291774,370,306.586941
-93.511314,863,307.917783
300.067721,400,308.05047
297.847684,388,308.182464
299.190534,404,308.318921
139.563996,370,308.443081
300.115478,395,309.618566
144.775726,379,309.762566
143.978331,386,309.898918
148.955979,399,310.044692
292.938267,381,310.184095
297.873637,392,311.261842
292.320251,379,311.399995
300.176088,402,311.544812
293.536524,390,311.686403
297.890596,394,311.829467
301.731287,416,312.980932
140.489763,395,313.123473
95.059494,1114,313.528674
150.672544,413,314.532722
-11.759713,1018,315.895018
138.509993,371,316.017237
300.01607,407,316.16226
304.603595,417,317.373406
148.116861,416,317.511598
293.025417,381,317.640905
-136.396135,954,317.957398
295.828883,391,319.13879
301.408359,433,319.281737
138.053725,370,319.406298
292.468708,386,319.53574
297.061116,395,319.666954
26.73712,971,321.041863
290.290607,377,321.172835
153.64701,412,321.312829
143.48648,383,321.440631
144.818429,391,322.642048
295.274061,420,322.790129
151.755652,476,322.949344
288.439235,374,323.078169
289.706604,373,323.213508
149.693673,401,324.376895
277.274413,405,324.524657
302.209722,411,324.662193
298.505623,396,324.7961
162.53605,451,324.945774
298.083681,411,326.100893
9.348829,1199,326.531838
302.617096,459,326.689626
293.846617,390,327.8819
297.972308,424,328.03764
105.486151,1125,328.448292
50.910751,1148,329.884199
311.038366,461,330.052431
74.636167,1218,331.520717
73.207641,1210,331.962124
129.621716,1323,333.38749
135.419362,1307,334.857561
-2.133921,1264,335.322915
170.665355,1221,336.737742
145.343932,1330,337.212561
179.407604,1321,338.655534
292.82968,1566,340.38262
161.447761,1317,341.930327
-142.453987,554,342.127258
12.53716,1113,342.528461
230.158154,1365,344.044354
171.673211,1120,345.422713
84.878869,1254,345.851466
217.664024,1105,347.233341
358.614857,1581,347.767653
305.270693,1482,349.178726
4.418392,1021,350.515723
338.598468,1570,351.070365
-139.794433,591,352.355467
126.121447,988,352.689226
320.354313,1429,354.296089
69.463784,1005,354.641429
416.698257,2000,356.363943
174.32841,527,357.598587
115.443283,1073,361.109765
150.583492,1146,362.49301
214.135448,1110,362.86396
-47.666688,1378,364.344259
279.7965,1661,365.956081
303.457429,416,366.096379
257.236281,1522,367.630686
173.887039,609,367.852802
304.66698,473,368.024356
308.691087,427,368.178349
-171.219244,794,369.407951
317.055679,502,369.587814
164.132215,535,369.779617
297.204756,1749,371.401083
319.840615,510,371.592144
242.430019,999,372.962327
313.666407,484,373.157697
122.62651,1859,374.839574
239.485743,820,375.138506
164.368932,451,376.232621
199.589039,638,376.482813
164.338398,619,376.705893
168.257879,493,377.856863
179.384715,588,378.060423
308.93753,456,378.225988
303.635868,471,378.402329
174.760367,563,379.575086
343.13016,558,379.767999
113.22532,1014,380.160741
201.434792,567,381.357946
302.894164,463,381.519167
304.020321,465,381.692014
174.314922,541,381.902217
196.589254,566,383.138438
166.27581,501,383.308191
5.905738,1516,384.819868
40.887156,1110,385.207411
301.653342,463,385.364897
184.264668,533,386.627042
183.199881,1874,388.38016
296.586036,441,388.544906
460.757638,2000,390.246778
155.045392,622,390.471208
-37.185647,1188,391.889668
331.653405,531,392.082293
329.764722,478,392.246092
205.910305,1589,393.764876
232.368356,811,394.037397
193.421654,521,395.321619
140.885496,458,395.489258
138.895561,437,395.648125
-72.363457,1003,395.984292
332.689357,1593,397.589687
555.681688,2000,399.258092
150.571076,408,399.394237
310.386169,481,400.525725
300.037152,422,400.681772
300.452839,413,400.831812
295.428957,388,401.003121
148.415854,398,401.169209
172.793939,545,402.334015
283.51599,1225,403.680544
296.746391,393,404.826857
361.655068,1554,405.431423
307.608717,428,405.579239
300.041312,403,406.721696
317.01962,501,406.902453
288.26898,371,407.029235
140.344369,380,407.155279
296.262618,1481,408.743504
167.633917,442,408.892225
280.854261,1575,410.493084
299.270751,402,410.629865
299.552126,455,410.781513
150.985666,559,412.029876
217.021217,724,412.289105
297.19313,396,412.424305
292.312976,379,412.551848
140.012494,434,413.782382
138.225821,394,413.925707
138.34915,408,414.075678
169.293089,519,414.249632
331.522449,1599,415.86377
282.478917,412,416.00215
146.877103,392,416.134183
144.403712,1551,417.668275
309.733788,422,417.857092
290.647119,430,418.991878
313.147027,1516,419.526766
280.547562,408,420.654811
417.772724,1646,421.254686
319.507746,1801,422.855849
408.680494,1690,424.489161
309.796066,425,424.642294
136.015891,451,424.809263
294.513064,421,425.951133
468.107162,2000,427.65754
302.679837,467,427.82185
281.724019,400,427.968624
293.068943,437,428.131454
296.109837,444,429.264007
296.960735,450,429.420338
306.529289,416,429.56667
295.510118,391,429.709379
320.130774,485,429.886671
164.081568,597,431.210464
275.420102,402,431.351071
145.144558,1424,432.890673
223.475163,1365,433.371749
248.880881,1427,434.833328
302.143105,1531,436.416069
305.243964,1650,437.017784
283.306229,1508,438.49811
331.61976,1651,439.98443
337.271941,1657,441.388998
553.362119,2000,443.168828
151.220064,471,443.325048
344.803668,1811,445.1924
321.645859,1446,446.816038
460.317557,2000,451.734375
274.699605,1214,452.151742
132.039858,437,452.297804
305.945595,458,453.54009
525.822692,2000,455.248312
337.703392,1041,455.627437
340.444129,999,456.990344
291.146023,1339,457.441334
358.317529,1064,458.794156
284.489528,419,458.963851
-131.935777,1188,460.414647
302.291324,406,460.580283
152.452558,411,460.743635
434.565223,940,461.097607
348.080128,1131,462.449479
287.033336,428,462.612356
282.761247,930,463.961375
303.861674,419,464.116448
271.205986,384,464.259941
274.028352,393,464.459108
309.834485,473,464.65165
145.406739,393,465.91639
280.446472,400,466.068732
277.956884,402,466.220222
290.678419,384,466.362807
281.962444,413,466.515467
300.72502,412,467.715459
361.653008,1040,468.099142
372.273053,1200,469.506281
334.645493,511,469.690362
292.851161,430,469.847088
290.481653,436,470.008464
304.703587,415,471.123717
307.23491,427,471.34099
284.502749,392,471.495031
324.709894,1160,473.068043
369.803753,1716,473.728693
298.22561,404,474.880249
311.792769,429,475.026686
293.119264,438,475.185823
288.198513,416,475.342805
333.18226,1540,477.061179
280.784813,407,477.252593
146.271528,393,477.396509
331.24725,743,478.731596
277.005902,402,478.881149
276.278784,384,479.009992
292.281328,386,479.143746
275.335712,402,480.327863
300.02389,1603,480.878565
279.698233,404,481.031984
275.78702,393,482.280721
293.758629,443,482.430374
366.836478,1635,484.15937
407.335998,1724,485.740956
311.992761,446,485.903843
-35.836547,1378,486.362041
336.729384,522,487.580323
277.028979,401,487.732434
290.758316,398,487.864874
277.323299,398,488.000632
378.08073,561,489.177207
310.368013,476,489.353706
283.150062,409,489.497169
138.5177,397,489.632065
401.411611,1527,491.428862
277.130191,394,491.561839
274.175485,389,491.692544
305.012636,461,492.83009
291.809475,434,492.995556
316.709376,1122,494.438974
346.999829,547,495.588366
282.429943,707,495.825047
283.086241,391,495.978836
140.409291,427,496.130355
287.133456,398,496.2654
275.578537,397,497.483495
279.108674,400,497.661888
280.09457,407,497.830709
271.271887,386,497.97145
271.114246,385,498.101728
272.723699,391,499.258676
292.314115,434,499.407056
281.800728,410,499.578654
301.068068,452,499.786481
293.954266,433,499.987531
311.405392,460,501.237302
290.136346,413,501.376431
294.662064,438,501.52637
303.026707,456,501.678795
159.786257,444,502.904283
281.141926,399,503.039061
315.792186,474,503.2021
279.199434,396,503.336926
147.599121,1782,505.048421
289.742925,427,505.197216
291.653362,428,505.34754
397.447285,1703,507.012029
288.293889,416,507.154291
283.30796,410,508.30143
519.502739,1739,509.851424
280.327034,392,509.987632
136.038826,395,510.118897
285.23065,415,510.254968
279.297585,408,510.394925
138.063444,414,511.628369
283.505547,389,511.770618
282.474739,405,511.905259
275.062065,374,512.034608
272.61829,384,512.166644
429.666048,1902,513.863544
298.6205,410,514.002353
276.914485,373,515.079268
283.707259,390,515.221819
290.493085,392,515.362274
286.710659,397,515.50413
285.193427,374,515.641489
140.136902,382,516.715235
278.813844,390,516.864576
303.805866,405,517.016326
278.370532,386,517.154998
128.664759,378,517.304943
283.476294,386,518.487606
293.75922,404,518.643318
122.34715,357,518.778334
281.708769,389,518.934491
286.121263,401,519.09682
287.002327,392,519.276272
289.896516,381,520.478918
278.175473,380,520.624438
279.623097,384,520.769795
130.78515,352,520.898364
-117.168369,1330,522.338028
131.529612,363,522.472822
125.302857,350,522.602703
126.834437,361,522.735363
-112.680073,908,524.001381
-82.039955,1065,524.398123
275.3468,376,525.54729
131.314169,348,525.667607
126.501469,345,525.79204
200.4094,1402,527.227924
273.540473,378,527.353715
131.518826,381,527.492501
16.583484,805,527.780652
129.837292,349,527.904522
277.870087,399,529.072431
-189.234645,1021,529.448684
521.274389,2000,531.16126
282.550167,384,531.290092
280.023312,359,531.414474
-137.99804,1146,532.725042
122.295381,378,532.847099
306.835731,461,533.003301
364.662495,1725,534.514698
74.33722,1563,536.121847
138.15915,383,536.24655
124.669535,378,536.371562
133.212576,353,540.720091
-54.825434,1410,541.232911
281.029348,368,541.356772
291.490893,394,542.494447
277.587483,394,542.6276
281.127035,367,542.760578
280.989527,389,542.892464
134.363259,363,543.013951
281.881916,375,544.2394
127.452026,353,544.357309
121.708568,355,544.475761
126.526332,350,544.591019
126.543915,352,544.705308
126.977188,358,544.825179
125.654422,351,546.019117
140.631083,1799,547.72129
273.553713,366,547.853737
125.313922,361,547.977049
277.146359,372,548.105272
128.778067,353,548.225239
130.529789,362,548.34825
277.890064,352,549.487259
127.39342,352,549.615387
132.009413,347,549.730052
125.120088,348,549.846177
126.755435,365,549.966604
274.269331,353,550.083666
123.750464,353,551.237271
123.917148,357,551.366947
120.014342,413,551.510659
122.879359,345,551.628152
124.324031,373,551.762635
286.960197,371,552.847058
127.582955,371,552.985765
134.540749,368,553.120854
280.823259,388,553.265125
124.918956,362,553.395169
420.966639,1874,555.059733
-5.896187,763,556.316219
-161.953796,1085,556.71063
279.293516,381,556.849127
280.003293,360,556.981526
131.091762,382,558.05444
263.597665,1626,558.641662
123.255312,362,559.843996
136.027991,380,559.984694
-193.997145,1094,560.41182
278.261811,364,560.547416
-168.305099,1102,561.94621
289.650624,383,562.086718
135.226985,358,562.217355
122.535776,362,563.263957
356.192202,1471,563.799062
-87.682167,877,565.154974
130.9836,392,565.305082
-312.858454,341,565.435823
135.663761,352,565.562742
135.586767,381,565.702238
132.487533,355,566.812175
126.869984,359,566.940173
124.273694,369,567.069695
123.478732,366,567.200999
282.250187,377,567.340346
130.091066,353,567.473352
122.671964,360,568.576057
136.547455,377,568.71608
-167.651082,1386,570.146342
-339.307512,349,570.262353
141.007218,393,570.40043
-170.12601,796,570.691717
129.534188,364,570.816519
127.425256,369,571.988693
125.561501,405,572.125055
-93.532154,911,572.429693
15.814351,965,573.75825
131.635084,357,573.889169
284.690357,370,574.020696
95.149798,824,574.303161
138.570988,373,575.503626
125.087826,379,575.653022
129.027853,400,575.795905
280.648681,377,575.92243
-141.039598,917,577.237147
154.302158,452,577.390493
126.091313,366,577.513033
276.699797,353,577.630928
129.674516,359,577.759273
-175.256629,1094,579.172336
285.795256,368,579.294567
111.770861,405,579.430372
133.16027,355,580.678694
126.185751,349,580.80823
282.987216,370,580.930839
278.926046,360,581.052267
129.940705,357,581.173177
132.069697,381,581.301448
139.098756,395,582.423796
130.127742,363,582.551922
132.538361,379,583.52618
-56.360937,1107,583.928498
126.746035,382,585.144671
125.785284,381,585.295079
131.32839,356,585.427383
141.032321,383,585.56834
135.04919,380,585.708078
281.109222,364,586.820107
128.796143,392,586.973857
129.720018,372,587.110928
129.402515,384,587.251106
137.034222,451,587.414114
-49.176113,1246,588.832133
282.871656,368,588.956151
125.966457,367,589.079028
136.053171,365,590.201385
137.190998,390,590.330745
-31.054113,729,590.580884
285.702803,362,590.704126
129.178668,362,590.823931
132.608829,444,592.028682
141.264098,384,592.174992
144.149893,485,592.352282
294.591876,394,592.486187
128.765302,404,592.626591
139.113741,430,594.012068
131.82295,380,594.147841
144.584958,417,594.311065
136.480364,391,594.46962
138.243198,360,594.629258
130.212469,352,595.793749
139.379454,358,595.918304
142.116721,388,596.050381
130.348412,372,596.173183
131.152733,375,596.299311
100.932198,1145,597.6684
129.470304,385,597.796189
126.551887,451,597.950347
281.208492,358,598.069378
280.238166,363,599.282533
134.014157,387,599.411426
136.557945,377,599.535763
